"","ID","Season","Month","Nature","time","Latitude","Longitude","Wind.kt"
"1109","BONNIE.1992",1992,"September","TS",(92-09-19 12:00:00),34.7,-57.1,85
"1110","BONNIE.1992",1992,"September","TS",(92-09-19 18:00:00),35.2,-56.8,90
"1111","BONNIE.1992",1992,"September","TS",(92-09-20 00:00:00),35.6,-56.6,90
"1112","BONNIE.1992",1992,"September","TS",(92-09-20 06:00:00),36.1,-56.2,85
"1113","BONNIE.1992",1992,"September","TS",(92-09-20 12:00:00),36.5,-56,85
"1114","BONNIE.1992",1992,"September","TS",(92-09-20 18:00:00),36.8,-55.5,85
"1115","BONNIE.1992",1992,"September","TS",(92-09-21 00:00:00),37,-54.6,90
"1116","BONNIE.1992",1992,"September","TS",(92-09-21 06:00:00),37.2,-53.8,90
"1117","BONNIE.1992",1992,"September","TS",(92-09-21 12:00:00),37.3,-53,90
"1118","BONNIE.1992",1992,"September","TS",(92-09-21 18:00:00),37.5,-52.3,95
"1119","BONNIE.1992",1992,"September","TS",(92-09-22 00:00:00),37.7,-51.5,95
"1120","BONNIE.1992",1992,"September","TS",(92-09-22 06:00:00),37.7,-51.2,95
"1121","BONNIE.1992",1992,"September","TS",(92-09-22 12:00:00),37.8,-51,90
"1122","BONNIE.1992",1992,"September","TS",(92-09-22 18:00:00),37.8,-50.9,90
"1123","BONNIE.1992",1992,"September","TS",(92-09-23 00:00:00),37.7,-50.7,90
"1124","BONNIE.1992",1992,"September","TS",(92-09-23 06:00:00),37.6,-50.7,85
"1125","BONNIE.1992",1992,"September","TS",(92-09-23 12:00:00),37.6,-50.8,85
"1126","BONNIE.1992",1992,"September","TS",(92-09-23 18:00:00),37.5,-51,80
"1127","BONNIE.1992",1992,"September","TS",(92-09-24 00:00:00),37.5,-51.1,75
"1128","BONNIE.1992",1992,"September","TS",(92-09-24 06:00:00),37.5,-51.2,70
"1129","BONNIE.1992",1992,"September","TS",(92-09-24 12:00:00),37.4,-51.4,65
"1130","BONNIE.1992",1992,"September","TS",(92-09-24 18:00:00),37.2,-51.5,60
"1131","BONNIE.1992",1992,"September","TS",(92-09-25 00:00:00),36.8,-51.8,55
"1132","BONNIE.1992",1992,"September","TS",(92-09-25 06:00:00),36.3,-51.8,45
"1133","BONNIE.1992",1992,"September","TS",(92-09-25 12:00:00),35.7,-51.8,40
"1134","BONNIE.1992",1992,"September","TS",(92-09-25 18:00:00),35.1,-51.8,35
"1135","BONNIE.1992",1992,"September","TS",(92-09-26 00:00:00),34.6,-51.7,30
"1136","BONNIE.1992",1992,"September","TS",(92-09-26 06:00:00),34.1,-51.3,30
"1137","BONNIE.1992",1992,"September","TS",(92-09-26 12:00:00),33.8,-50.8,30
"1138","BONNIE.1992",1992,"September","TS",(92-09-26 18:00:00),33.3,-49.9,35
"1139","BONNIE.1992",1992,"September","TS",(92-09-27 00:00:00),33.2,-48.4,35
"1140","BONNIE.1992",1992,"September","TS",(92-09-27 06:00:00),33.1,-46.9,40
"1141","BONNIE.1992",1992,"September","TS",(92-09-27 12:00:00),33,-45.4,40
"1142","BONNIE.1992",1992,"September","TS",(92-09-27 18:00:00),33,-44,45
"1143","BONNIE.1992",1992,"September","TS",(92-09-28 00:00:00),33.1,-43,50
"1144","BONNIE.1992",1992,"September","TS",(92-09-28 06:00:00),33.4,-42,55
"1145","BONNIE.1992",1992,"September","TS",(92-09-28 12:00:00),33.9,-41,60
"1146","BONNIE.1992",1992,"September","TS",(92-09-28 18:00:00),34.5,-39.8,60
"1147","BONNIE.1992",1992,"September","TS",(92-09-29 00:00:00),35,-38.5,60
"1148","BONNIE.1992",1992,"September","TS",(92-09-29 06:00:00),35.2,-37.6,60
"1149","BONNIE.1992",1992,"September","TS",(92-09-29 12:00:00),35.5,-36.6,55
"1150","BONNIE.1992",1992,"September","TS",(92-09-29 18:00:00),36.1,-34.8,55
"1151","BONNIE.1992",1992,"September","TS",(92-09-30 00:00:00),36.6,-32.1,55
"1152","BONNIE.1992",1992,"September","TS",(92-09-30 06:00:00),37.3,-29.4,55
"1153","BONNIE.1992",1992,"September","TS",(92-09-30 12:00:00),38.4,-26.4,50
"1154","BONNIE.1992",1992,"September","TS",(92-09-30 18:00:00),39,-24.2,40
"1155","BONNIE.1992",1992,"October","ET",(92-10-01 00:00:00),39,-22.8,40
"1156","BONNIE.1992",1992,"October","ET",(92-10-01 06:00:00),39,-21.6,35
"1157","BONNIE.1992",1992,"October","ET",(92-10-01 12:00:00),38.5,-21.2,30
"1158","BONNIE.1992",1992,"October","ET",(92-10-01 18:00:00),38.2,-21.5,25
"1159","BONNIE.1992",1992,"October","ET",(92-10-02 00:00:00),38.1,-21.8,25
"1160","BONNIE.1992",1992,"October","ET",(92-10-02 06:00:00),37.9,-22.2,25
"1161","BONNIE.1992",1992,"October","ET",(92-10-02 12:00:00),37.8,-22.7,20
"1162","BONNIE.1992",1992,"October","ET",(92-10-02 18:00:00),38,-24,20
"1163","CHARLEY.1992",1992,"September","TS",(92-09-21 18:00:00),30,-33,25
"1164","CHARLEY.1992",1992,"September","TS",(92-09-22 00:00:00),30.3,-33.6,30
"1165","CHARLEY.1992",1992,"September","TS",(92-09-22 06:00:00),30.9,-33.8,30
"1166","CHARLEY.1992",1992,"September","TS",(92-09-22 12:00:00),31.6,-34,35
"1167","CHARLEY.1992",1992,"September","TS",(92-09-22 18:00:00),32.5,-34,45
"1168","CHARLEY.1992",1992,"September","TS",(92-09-23 00:00:00),33.4,-34.2,55
"1169","CHARLEY.1992",1992,"September","TS",(92-09-23 06:00:00),34.1,-34.4,60
"1170","CHARLEY.1992",1992,"September","TS",(92-09-23 12:00:00),34.7,-34.5,65
"1171","CHARLEY.1992",1992,"September","TS",(92-09-23 18:00:00),35.2,-34.6,75
"1172","CHARLEY.1992",1992,"September","TS",(92-09-24 00:00:00),35.6,-34.6,85
"1173","CHARLEY.1992",1992,"September","TS",(92-09-24 06:00:00),35.8,-34.5,90
"1174","CHARLEY.1992",1992,"September","TS",(92-09-24 12:00:00),36,-34.3,90
"1175","CHARLEY.1992",1992,"September","TS",(92-09-24 18:00:00),36.1,-34.1,95
"1176","CHARLEY.1992",1992,"September","TS",(92-09-25 00:00:00),36.1,-33.8,95
"1177","CHARLEY.1992",1992,"September","TS",(92-09-25 06:00:00),36,-33.6,90
"1178","CHARLEY.1992",1992,"September","TS",(92-09-25 12:00:00),35.9,-33.4,85
"1179","CHARLEY.1992",1992,"September","TS",(92-09-25 18:00:00),35.9,-33.2,75
"1180","CHARLEY.1992",1992,"September","TS",(92-09-26 00:00:00),35.9,-32.8,70
"1181","CHARLEY.1992",1992,"September","TS",(92-09-26 06:00:00),36.1,-32.3,65
"1182","CHARLEY.1992",1992,"September","TS",(92-09-26 12:00:00),36.3,-31.5,65
"1183","CHARLEY.1992",1992,"September","TS",(92-09-26 18:00:00),36.6,-30.6,65
"1184","CHARLEY.1992",1992,"September","TS",(92-09-27 00:00:00),37.2,-29.4,60
"1185","CHARLEY.1992",1992,"September","TS",(92-09-27 06:00:00),38,-28,55
"1186","CHARLEY.1992",1992,"September","TS",(92-09-27 12:00:00),39,-26.3,55
"1187","CHARLEY.1992",1992,"September","ET",(92-09-27 18:00:00),40.4,-24.4,50
"1188","CHARLEY.1992",1992,"September","ET",(92-09-28 00:00:00),42,-22.3,45
"1189","CHARLEY.1992",1992,"September","ET",(92-09-28 06:00:00),43.5,-20.2,40
"1190","CHARLEY.1992",1992,"September","ET",(92-09-28 12:00:00),45.2,-18.3,40
"1191","CHARLEY.1992",1992,"September","ET",(92-09-28 18:00:00),47.1,-15.9,40
"1192","CHARLEY.1992",1992,"September","ET",(92-09-29 00:00:00),49.5,-13.5,45
"1193","DANIELLE.1992",1992,"September","TS",(92-09-22 12:00:00),32.5,-74.6,30
"1194","DANIELLE.1992",1992,"September","TS",(92-09-22 18:00:00),32.8,-74.2,45
"1195","DANIELLE.1992",1992,"September","TS",(92-09-23 00:00:00),33.6,-73.8,45
"1196","DANIELLE.1992",1992,"September","TS",(92-09-23 06:00:00),34.1,-73.5,45
"1197","DANIELLE.1992",1992,"September","TS",(92-09-23 12:00:00),34.3,-73.2,40
"1198","DANIELLE.1992",1992,"September","TS",(92-09-23 18:00:00),34.3,-73.1,40
"1199","DANIELLE.1992",1992,"September","TS",(92-09-24 00:00:00),34,-73,40
"1200","DANIELLE.1992",1992,"September","TS",(92-09-24 06:00:00),33.8,-73.1,40
"1201","DANIELLE.1992",1992,"September","TS",(92-09-24 12:00:00),33.9,-73.3,40
"1202","DANIELLE.1992",1992,"September","TS",(92-09-24 18:00:00),34.1,-73.8,40
"1203","DANIELLE.1992",1992,"September","TS",(92-09-25 00:00:00),34.3,-74.3,45
"1204","DANIELLE.1992",1992,"September","TS",(92-09-25 06:00:00),34.9,-74.8,45
"1205","DANIELLE.1992",1992,"September","TS",(92-09-25 12:00:00),35.9,-75.2,55
"1206","DANIELLE.1992",1992,"September","TS",(92-09-25 18:00:00),37,-75.4,55
"1207","DANIELLE.1992",1992,"September","TS",(92-09-25 22:00:00),37.8,-75.5,55
"1208","DANIELLE.1992",1992,"September","TS",(92-09-26 00:00:00),38.3,-75.6,40
"1209","DANIELLE.1992",1992,"September","TS",(92-09-26 06:00:00),39.6,-75.9,35
"1210","DANIELLE.1992",1992,"September","TS",(92-09-26 12:00:00),40.5,-76.5,25
"1211","EARL.1992",1992,"September","TS",(92-09-26 18:00:00),26.2,-69.1,25
"1212","EARL.1992",1992,"September","TS",(92-09-27 00:00:00),25.8,-70.8,25
"1213","EARL.1992",1992,"September","TS",(92-09-27 06:00:00),26.3,-72.3,25
"1214","EARL.1992",1992,"September","TS",(92-09-27 12:00:00),27,-73.9,30
"1215","EARL.1992",1992,"September","TS",(92-09-27 18:00:00),27.7,-75.5,30
"1216","EARL.1992",1992,"September","TS",(92-09-28 00:00:00),28,-76.6,30
"1217","EARL.1992",1992,"September","TS",(92-09-28 06:00:00),28.3,-77.7,30
"1218","EARL.1992",1992,"September","TS",(92-09-28 12:00:00),28.6,-78.6,30
"1219","EARL.1992",1992,"September","TS",(92-09-28 18:00:00),28.9,-79.2,30
"1220","EARL.1992",1992,"September","TS",(92-09-29 00:00:00),29.2,-79.4,30
"1221","EARL.1992",1992,"September","TS",(92-09-29 06:00:00),29.4,-79.5,30
"1222","EARL.1992",1992,"September","TS",(92-09-29 12:00:00),29.7,-79.3,35
"1223","EARL.1992",1992,"September","TS",(92-09-29 18:00:00),29.8,-79.1,40
"1224","EARL.1992",1992,"September","TS",(92-09-30 00:00:00),29.9,-78.8,40
"1225","EARL.1992",1992,"September","TS",(92-09-30 06:00:00),30,-78.1,40
"1226","EARL.1992",1992,"September","TS",(92-09-30 12:00:00),30.1,-77.1,45
"1227","EARL.1992",1992,"September","TS",(92-09-30 18:00:00),29.9,-75.8,50
"1228","EARL.1992",1992,"October","TS",(92-10-01 00:00:00),29.7,-74.4,50
"1229","EARL.1992",1992,"October","TS",(92-10-01 06:00:00),29.3,-73,50
"1230","EARL.1992",1992,"October","TS",(92-10-01 12:00:00),28.9,-71.6,50
"1231","EARL.1992",1992,"October","TS",(92-10-01 18:00:00),28.4,-70.3,55
"1232","EARL.1992",1992,"October","TS",(92-10-02 00:00:00),28,-69,55
"1233","EARL.1992",1992,"October","TS",(92-10-02 06:00:00),27.6,-68,50
"1234","EARL.1992",1992,"October","TS",(92-10-02 12:00:00),27.5,-67,45
"1235","EARL.1992",1992,"October","TS",(92-10-02 18:00:00),27.4,-66.1,40
"1236","EARL.1992",1992,"October","TS",(92-10-03 00:00:00),27.5,-65.2,35
"1237","EARL.1992",1992,"October","TS",(92-10-03 06:00:00),27.8,-64.5,35
"1238","EARL.1992",1992,"October","TS",(92-10-03 12:00:00),28.2,-63.7,30
"1239","EARL.1992",1992,"October","ET",(92-10-03 18:00:00),28.4,-62.9,30
"1240","FRANCES.1992",1992,"October","ET",(92-10-22 12:00:00),26.3,-60.8,30
"1241","FRANCES.1992",1992,"October","ET",(92-10-22 18:00:00),26.6,-61.2,40
"1242","FRANCES.1992",1992,"October","ET",(92-10-23 00:00:00),27.1,-61.4,50
"1243","FRANCES.1992",1992,"October","TS",(92-10-23 06:00:00),27.7,-61.4,55
"1244","FRANCES.1992",1992,"October","TS",(92-10-23 12:00:00),28.3,-61.3,60
"1245","FRANCES.1992",1992,"October","TS",(92-10-23 18:00:00),28.7,-61.1,65
"1246","FRANCES.1992",1992,"October","TS",(92-10-24 00:00:00),29,-60.6,65
"1247","FRANCES.1992",1992,"October","TS",(92-10-24 06:00:00),29.6,-59.9,70
"1248","FRANCES.1992",1992,"October","TS",(92-10-24 12:00:00),30.6,-58.8,75
"1249","FRANCES.1992",1992,"October","TS",(92-10-24 18:00:00),32.1,-57.4,75
"1250","FRANCES.1992",1992,"October","TS",(92-10-25 00:00:00),33.8,-56.2,70
"1251","FRANCES.1992",1992,"October","TS",(92-10-25 06:00:00),35.7,-54.9,65
"1252","FRANCES.1992",1992,"October","TS",(92-10-25 12:00:00),37.7,-53.7,65
"1253","FRANCES.1992",1992,"October","TS",(92-10-25 18:00:00),39.6,-52.7,60
"1254","FRANCES.1992",1992,"October","TS",(92-10-26 00:00:00),41.4,-51.7,60
"1255","FRANCES.1992",1992,"October","TS",(92-10-26 06:00:00),43.2,-50.2,60
"1256","FRANCES.1992",1992,"October","TS",(92-10-26 12:00:00),44.8,-48.6,60
"1257","FRANCES.1992",1992,"October","TS",(92-10-26 18:00:00),46,-46.9,55
"1258","FRANCES.1992",1992,"October","TS",(92-10-27 00:00:00),47,-44.9,55
"1259","FRANCES.1992",1992,"October","ET",(92-10-27 06:00:00),47.6,-42.7,50
"1260","FRANCES.1992",1992,"October","ET",(92-10-27 12:00:00),48,-40,45
"1261","FRANCES.1992",1992,"October","ET",(92-10-27 18:00:00),48,-37,40
"1262","FRANCES.1992",1992,"October","ET",(92-10-28 00:00:00),48,-34,40
"1263","FRANCES.1992",1992,"October","ET",(92-10-28 06:00:00),47.5,-31,35
"1264","FRANCES.1992",1992,"October","ET",(92-10-28 12:00:00),47,-27.5,35
"1265","FRANCES.1992",1992,"October","ET",(92-10-28 18:00:00),46,-24,35
"1266","FRANCES.1992",1992,"October","ET",(92-10-29 00:00:00),45,-20,40
"1267","FRANCES.1992",1992,"October","ET",(92-10-29 06:00:00),44,-16,35
"1268","FRANCES.1992",1992,"October","ET",(92-10-29 12:00:00),43.5,-12,35
"1269","FRANCES.1992",1992,"October","ET",(92-10-29 18:00:00),43,-9,30
"1270","FRANCES.1992",1992,"October","ET",(92-10-30 00:00:00),43,-7,30
"1271","ONE:UNNAMED.1993",1993,"May","TS",(93-05-31 12:00:00),21.5,-84,25
"1272","ONE:UNNAMED.1993",1993,"May","TS",(93-05-31 18:00:00),22.3,-82,25
"1273","ONE:UNNAMED.1993",1993,"June","TS",(93-06-01 00:00:00),23.2,-80.3,25
"1274","ONE:UNNAMED.1993",1993,"June","TS",(93-06-01 06:00:00),24.5,-79,25
"1275","ONE:UNNAMED.1993",1993,"June","TS",(93-06-01 12:00:00),25.4,-77.5,30
"1276","ONE:UNNAMED.1993",1993,"June","TS",(93-06-01 18:00:00),26.1,-75.8,30
"1277","ONE:UNNAMED.1993",1993,"June","TS",(93-06-02 00:00:00),26.7,-74,30
"1278","ONE:UNNAMED.1993",1993,"June","TS",(93-06-02 06:00:00),27.8,-71.8,30
"1279","ONE:UNNAMED.1993",1993,"June","ET",(93-06-02 12:00:00),28.4,-69.9,35
"1280","ONE:UNNAMED.1993",1993,"June","ET",(93-06-02 18:00:00),28.5,-67.8,35
"1281","ONE:UNNAMED.1993",1993,"June","ET",(93-06-03 00:00:00),28.8,-65.3,35
"1282","ARLENE.1993",1993,"June","TS",(93-06-18 00:00:00),20.5,-91.9,25
"1283","ARLENE.1993",1993,"June","TS",(93-06-18 06:00:00),20.8,-92.3,25
"1284","ARLENE.1993",1993,"June","TS",(93-06-18 12:00:00),21.1,-92.8,25
"1285","ARLENE.1993",1993,"June","TS",(93-06-18 18:00:00),21.7,-93.1,30
"1286","ARLENE.1993",1993,"June","TS",(93-06-19 00:00:00),22.6,-93.4,30
"1287","ARLENE.1993",1993,"June","TS",(93-06-19 06:00:00),23.8,-94.1,30
"1288","ARLENE.1993",1993,"June","TS",(93-06-19 12:00:00),25.9,-95.9,35
"1289","ARLENE.1993",1993,"June","TS",(93-06-19 18:00:00),26,-96.3,35
"1290","ARLENE.1993",1993,"June","TS",(93-06-20 00:00:00),26.3,-96.7,35
"1291","ARLENE.1993",1993,"June","TS",(93-06-20 06:00:00),27,-97.2,35
"1292","ARLENE.1993",1993,"June","TS",(93-06-20 09:00:00),27.1,-97.4,35
"1293","ARLENE.1993",1993,"June","TS",(93-06-20 12:00:00),27.2,-97.8,30
"1294","ARLENE.1993",1993,"June","TS",(93-06-20 18:00:00),27.2,-97.9,30
"1295","ARLENE.1993",1993,"June","TS",(93-06-21 00:00:00),27.1,-98.1,30
"1296","ARLENE.1993",1993,"June","TS",(93-06-21 06:00:00),27.1,-98.3,25
"1297","BRET.1993",1993,"August","TS",(93-08-04 12:00:00),10.4,-40.3,30
"1298","BRET.1993",1993,"August","TS",(93-08-04 18:00:00),10.4,-41.7,30
"1299","BRET.1993",1993,"August","TS",(93-08-05 00:00:00),10.4,-43.4,35
"1300","BRET.1993",1993,"August","TS",(93-08-05 06:00:00),10.3,-45.3,40
"1301","BRET.1993",1993,"August","TS",(93-08-05 12:00:00),10.3,-47.3,45
"1302","BRET.1993",1993,"August","TS",(93-08-05 18:00:00),10.3,-49.2,45
"1303","BRET.1993",1993,"August","TS",(93-08-06 00:00:00),10.2,-51,45
"1304","BRET.1993",1993,"August","TS",(93-08-06 06:00:00),10.1,-52.9,50
"1305","BRET.1993",1993,"August","TS",(93-08-06 12:00:00),10,-54.9,50
"1306","BRET.1993",1993,"August","TS",(93-08-06 18:00:00),10.1,-56.8,50
"1307","BRET.1993",1993,"August","TS",(93-08-07 00:00:00),10.4,-58.6,50
"1308","BRET.1993",1993,"August","TS",(93-08-07 06:00:00),10.7,-60.5,50
"1309","BRET.1993",1993,"August","TS",(93-08-07 07:00:00),10.8,-60.8,50
"1310","BRET.1993",1993,"August","TS",(93-08-07 10:00:00),10.8,-61.8,50
"1311","BRET.1993",1993,"August","TS",(93-08-07 12:00:00),10.8,-62.4,50
"1312","BRET.1993",1993,"August","TS",(93-08-07 18:00:00),10.8,-64.1,45
"1313","BRET.1993",1993,"August","TS",(93-08-08 00:00:00),10.8,-65.7,40
"1314","BRET.1993",1993,"August","TS",(93-08-08 06:00:00),11,-67.6,40
"1315","BRET.1993",1993,"August","TS",(93-08-08 08:00:00),11,-68.3,40
"1316","BRET.1993",1993,"August","TS",(93-08-08 12:00:00),11,-69.7,40
"1317","BRET.1993",1993,"August","TS",(93-08-08 18:00:00),11,-71.8,40
"1318","BRET.1993",1993,"August","TS",(93-08-09 00:00:00),10.9,-73.8,40
"1319","BRET.1993",1993,"August","TS",(93-08-09 06:00:00),10.7,-75.8,35
"1320","BRET.1993",1993,"August","TS",(93-08-09 12:00:00),10.7,-77.8,30
"1321","BRET.1993",1993,"August","TS",(93-08-09 18:00:00),10.7,-79.2,30
"1322","BRET.1993",1993,"August","TS",(93-08-10 00:00:00),10.8,-80.3,30
"1323","BRET.1993",1993,"August","TS",(93-08-10 06:00:00),11,-81.4,35
"1324","BRET.1993",1993,"August","TS",(93-08-10 12:00:00),11.1,-82.6,40
"1325","BRET.1993",1993,"August","TS",(93-08-10 17:00:00),11.1,-83.8,40
"1326","BRET.1993",1993,"August","TS",(93-08-10 18:00:00),11.1,-84,35
"1327","BRET.1993",1993,"August","TS",(93-08-11 00:00:00),11.4,-85,25
"1328","BRET.1993",1993,"August","TS",(93-08-11 06:00:00),11.7,-85.8,20
"1329","CINDY.1993",1993,"August","TS",(93-08-14 12:00:00),14.1,-59.5,30
"1330","CINDY.1993",1993,"August","TS",(93-08-14 18:00:00),14.5,-60.9,35
"1331","CINDY.1993",1993,"August","TS",(93-08-15 00:00:00),14.9,-62.2,35
"1332","CINDY.1993",1993,"August","TS",(93-08-15 06:00:00),15.2,-63.5,35
"1333","CINDY.1993",1993,"August","TS",(93-08-15 12:00:00),15.4,-64.8,35
"1334","CINDY.1993",1993,"August","TS",(93-08-15 18:00:00),15.8,-66,35
"1335","CINDY.1993",1993,"August","TS",(93-08-16 00:00:00),16.4,-66.9,35
"1336","CINDY.1993",1993,"August","TS",(93-08-16 06:00:00),17,-68,35
"1337","CINDY.1993",1993,"August","TS",(93-08-16 12:00:00),17.3,-69.3,40
"1338","CINDY.1993",1993,"August","TS",(93-08-16 18:00:00),17.9,-70.6,35
"1339","CINDY.1993",1993,"August","TS",(93-08-16 21:00:00),18.3,-71,30
"1340","CINDY.1993",1993,"August","TS",(93-08-17 00:00:00),18.8,-71.3,30
"1341","EMILY.1993",1993,"August","TS",(93-08-22 18:00:00),19.9,-52.6,30
"1342","EMILY.1993",1993,"August","TS",(93-08-23 00:00:00),20.5,-53.6,30
"1343","EMILY.1993",1993,"August","TS",(93-08-23 06:00:00),21.3,-54.8,30
"1344","EMILY.1993",1993,"August","TS",(93-08-23 12:00:00),22.3,-56,30
"1345","EMILY.1993",1993,"August","TS",(93-08-23 18:00:00),23.2,-57.1,30
"1346","EMILY.1993",1993,"August","TS",(93-08-24 00:00:00),24.3,-57.8,30
"1347","EMILY.1993",1993,"August","TS",(93-08-24 06:00:00),25.4,-58.6,30
"1348","EMILY.1993",1993,"August","TS",(93-08-24 12:00:00),26.7,-59.5,30
"1349","EMILY.1993",1993,"August","TS",(93-08-24 18:00:00),27.6,-60,30
"1350","EMILY.1993",1993,"August","TS",(93-08-25 00:00:00),28,-60.3,30
"1351","EMILY.1993",1993,"August","TS",(93-08-25 06:00:00),27.9,-60.5,30
"1352","EMILY.1993",1993,"August","TS",(93-08-25 12:00:00),28,-60.4,35
"1353","EMILY.1993",1993,"August","TS",(93-08-25 18:00:00),28.2,-60.4,40
"1354","EMILY.1993",1993,"August","TS",(93-08-26 00:00:00),28.3,-60.7,45
"1355","EMILY.1993",1993,"August","TS",(93-08-26 06:00:00),27.9,-61,55
"1356","EMILY.1993",1993,"August","TS",(93-08-26 12:00:00),27.4,-61.2,60
"1357","EMILY.1993",1993,"August","TS",(93-08-26 18:00:00),26.9,-61.7,65
"1358","EMILY.1993",1993,"August","TS",(93-08-27 00:00:00),26.6,-62.4,60
"1359","EMILY.1993",1993,"August","TS",(93-08-27 06:00:00),26.4,-63,60
"1360","EMILY.1993",1993,"August","TS",(93-08-27 12:00:00),26.3,-63.5,60
"1361","EMILY.1993",1993,"August","TS",(93-08-27 18:00:00),26.4,-64.4,65
"1362","EMILY.1993",1993,"August","TS",(93-08-28 00:00:00),26.6,-65.2,75
"1363","EMILY.1993",1993,"August","TS",(93-08-28 06:00:00),27,-66.1,75
"1364","EMILY.1993",1993,"August","TS",(93-08-28 12:00:00),27.4,-66.9,75
"1365","EMILY.1993",1993,"August","TS",(93-08-28 18:00:00),28,-67.6,75
"1366","EMILY.1993",1993,"August","TS",(93-08-29 00:00:00),28.6,-68.2,70
"1367","EMILY.1993",1993,"August","TS",(93-08-29 06:00:00),29.3,-68.8,70
"1368","EMILY.1993",1993,"August","TS",(93-08-29 12:00:00),30,-69.2,70
"1369","EMILY.1993",1993,"August","TS",(93-08-29 18:00:00),30.6,-69.7,70
"1370","EMILY.1993",1993,"August","TS",(93-08-30 00:00:00),31.2,-70.2,70
"1371","EMILY.1993",1993,"August","TS",(93-08-30 06:00:00),31.5,-70.8,70
"1372","EMILY.1993",1993,"August","TS",(93-08-30 12:00:00),31.8,-71.4,75
"1373","EMILY.1993",1993,"August","TS",(93-08-30 18:00:00),32,-72.2,75
"1374","EMILY.1993",1993,"August","TS",(93-08-31 00:00:00),32.4,-73,80
"1375","EMILY.1993",1993,"August","TS",(93-08-31 06:00:00),32.9,-73.8,85
"1376","EMILY.1993",1993,"August","TS",(93-08-31 12:00:00),33.6,-74.7,95
"1377","EMILY.1993",1993,"August","TS",(93-08-31 18:00:00),34.5,-75.2,100
"1378","EMILY.1993",1993,"August","TS",(93-08-31 21:00:00),35.2,-75.1,100
"1379","EMILY.1993",1993,"September","TS",(93-09-01 00:00:00),35.6,-74.9,100
"1380","EMILY.1993",1993,"September","TS",(93-09-01 06:00:00),36.6,-74.4,100
"1381","EMILY.1993",1993,"September","TS",(93-09-01 12:00:00),37.5,-72.7,95
"1382","EMILY.1993",1993,"September","TS",(93-09-01 18:00:00),38.2,-70.7,90
"1383","EMILY.1993",1993,"September","TS",(93-09-02 00:00:00),39,-68.5,90
"1384","EMILY.1993",1993,"September","TS",(93-09-02 06:00:00),39.2,-66,90
"1385","EMILY.1993",1993,"September","TS",(93-09-02 12:00:00),39.2,-63.6,90
"1386","EMILY.1993",1993,"September","TS",(93-09-02 18:00:00),39,-61.4,85
"1387","EMILY.1993",1993,"September","TS",(93-09-03 00:00:00),38.6,-59.6,80
"1388","EMILY.1993",1993,"September","TS",(93-09-03 06:00:00),38.1,-58.3,75
"1389","EMILY.1993",1993,"September","TS",(93-09-03 12:00:00),37.5,-57.7,70
"1390","EMILY.1993",1993,"September","TS",(93-09-03 18:00:00),36.9,-57.5,60
"1391","EMILY.1993",1993,"September","TS",(93-09-04 00:00:00),36.4,-57.6,50
"1392","EMILY.1993",1993,"September","TS",(93-09-04 06:00:00),36,-57.6,40
"1393","EMILY.1993",1993,"September","TS",(93-09-04 12:00:00),35.8,-57.5,35
"1394","EMILY.1993",1993,"September","TS",(93-09-04 18:00:00),36.1,-57.2,30
"1395","EMILY.1993",1993,"September","TS",(93-09-05 00:00:00),36.7,-56.9,30
"1396","EMILY.1993",1993,"September","TS",(93-09-05 06:00:00),37.4,-56.4,30
"1397","EMILY.1993",1993,"September","TS",(93-09-05 12:00:00),38,-55.7,25
"1398","EMILY.1993",1993,"September","TS",(93-09-05 18:00:00),38.7,-54.8,25
"1399","EMILY.1993",1993,"September","TS",(93-09-06 00:00:00),39,-53,25
"1400","EMILY.1993",1993,"September","TS",(93-09-06 06:00:00),39.3,-51.1,25
"1401","EMILY.1993",1993,"September","ET",(93-09-06 12:00:00),39.8,-49.4,25
"1402","DENNIS.1993",1993,"August","TS",(93-08-23 12:00:00),13.6,-30.8,25
"1403","DENNIS.1993",1993,"August","TS",(93-08-23 18:00:00),13.9,-31.3,30
"1404","DENNIS.1993",1993,"August","TS",(93-08-24 00:00:00),14.5,-32.3,30
"1405","DENNIS.1993",1993,"August","TS",(93-08-24 06:00:00),15,-33.2,30
"1406","DENNIS.1993",1993,"August","TS",(93-08-24 12:00:00),15.4,-34,35
"1407","DENNIS.1993",1993,"August","TS",(93-08-24 18:00:00),15.8,-34.9,40
"1408","DENNIS.1993",1993,"August","TS",(93-08-25 00:00:00),16.4,-35.8,45
"1409","DENNIS.1993",1993,"August","TS",(93-08-25 06:00:00),16.9,-36.6,45
"1410","DENNIS.1993",1993,"August","TS",(93-08-25 12:00:00),17.4,-37.6,45
"1411","DENNIS.1993",1993,"August","TS",(93-08-25 18:00:00),18,-38.7,45
"1412","DENNIS.1993",1993,"August","TS",(93-08-26 00:00:00),18.7,-39.7,45
"1413","DENNIS.1993",1993,"August","TS",(93-08-26 06:00:00),19.4,-40.7,45
"1414","DENNIS.1993",1993,"August","TS",(93-08-26 12:00:00),20,-41.4,45
"1415","DENNIS.1993",1993,"August","TS",(93-08-26 18:00:00),20.6,-42.1,40
"1416","DENNIS.1993",1993,"August","TS",(93-08-27 00:00:00),21.3,-42.5,40
"1417","DENNIS.1993",1993,"August","TS",(93-08-27 06:00:00),22.1,-42.7,35
"1418","DENNIS.1993",1993,"August","TS",(93-08-27 12:00:00),22.5,-43,30
